gender,event,medal,athlete,type,year,country
Men,Cross Country 5000 m C7,Silver,CARIUS Dieter,Athletics,1988,Federal Republic of Germany
Men,Cross Country 5000 m C7,Bronze,HOWE David,Athletics,1988,Canada
Men,Cross Country 5000 m C8,Gold,LEHTO Ari,Athletics,1988,Finland
Men,Cross Country 5000 m C8,Silver,MCCONNELL Gerard,Athletics,1988,Great Britain
Men,Cross Country 5000 m C8,Bronze,MCGUINNESS John,Athletics,1988,Ireland
Men,Slalom 1A,Gold,AL SAQER Khaled,Athletics,1988,Bahrain
Men,Slalom 1A,Silver,MASLUP Carlos,Athletics,1988,Argentina
Men,Slalom 1A,Bronze,ALHASAN Ali,Athletics,1988,Bahrain
Men,Slalom 1B,Gold,ONODERA Akihiko,Athletics,1988,Japan
Men,Slalom 1B,Silver,WALTER Eric,Athletics,1988,Switzerland
Men,Slalom 1B,Bronze,VALLELONGA Vincenzo,Athletics,1988,Australia
Men,Slalom 1C,Gold,HASHIBA Kiichiro,Athletics,1988,Japan
Men,Slalom 1C,Silver,AL-NASER Tareq,Athletics,1988,Kuwait
Men,Slalom 1C,Bronze,ADDARIS Carmelo,Athletics,1988,Italy
Men,Slalom C1,Gold,JORGENSEN Henrik,Athletics,1988,Denmark
Men,Slalom C1,Silver,HUDSON Terry,Athletics,1988,Great Britain
Men,Slalom C1,Bronze,ROBINSON Terry,Athletics,1988,Canada
Men,Slalom C2,Gold,JORDAN Darrin,Athletics,1988,Ireland
Men,Slalom C2,Silver,OSBORN David,Athletics,1988,United States
Men,Slalom C2,Bronze,SIDDIQI Mansoor,Athletics,1988,Denmark
Men,Slalom C4-5,Gold,OWENS Eric,Athletics,1988,United States
Men,Slalom C4-5,Silver,BURNS Norman,Athletics,1988,Great Britain
Men,Slalom C4-5,Bronze,VAN ELDIK Matthew,Athletics,1988,Australia
Men,Slalom 2,Gold,JUNG In Kwon,Athletics,1988,South Korea
Men,Slalom 2,Silver,CONDON Graham,Athletics,1988,New Zealand
Men,Slalom 2,Bronze,KANAZAWA Kazumi,Athletics,1988,Japan
Men,Slalom 3,Gold,HAYASHI Seiji,Athletics,1988,Japan
Men,Slalom 3,Silver,ISHII Takao,Athletics,1988,Japan
Men,Slalom 3,Bronze,IWASAKI Takeshi,Athletics,1988,Japan
Men,Slalom 4,Gold,TAKEMURA Katsuaki,Athletics,1988,Japan
Men,Slalom 4,Silver,JOHANSSON Rolf,Athletics,1988,Sweden
Men,Slalom 4,Bronze,FUJIKAWA Yasuhiro,Athletics,1988,Japan
Men,Slalom 5-6,Gold,NIETLISPACH Franz,Athletics,1988,Switzerland
Men,Slalom 5-6,Silver,AHMAD Nezar,Athletics,1988,Kuwait
Men,Slalom 5-6,Bronze,NOZAKI Teruo,Athletics,1988,Japan
Men,High Jump A2A9,Gold,BOLDT Arnold,Athletics,1988,Canada
Men,High Jump A2A9,Silver,SIEGL Andreas,Athletics,1988,Austria
Men,High Jump A2A9,Bronze,BELTIZ Gunther,Athletics,1988,Federal Republic of Germany
Men,High Jump A4A9,Gold,ALSUP Ronnie,Athletics,1988,United States
Men,High Jump A4A9,Silver,HACKETT Michael,Athletics,1988,Australia
Men,High Jump A4A9,Bronze,JOHANN Jurgen,Athletics,1988,Federal Republic of Germany
Men,High Jump A6A8A9L6,Gold,COULTAS Nigel,Athletics,1988,Great Britain
Men,High Jump A6A8A9L6,Silver,YANG Shaomin,Athletics,1988,China
Men,High Jump A6A8A9L6,Bronze,NUGENT Rodney,Athletics,1988,Australia
Men,High Jump B1,Gold,SACCHETTO Italo,Athletics,1988,Italy
Men,High Jump B1,Silver,ABDULAZIZ Hadi,Athletics,1988,Indonesia
Men,High Jump B1,Bronze,MINANI Yukio,Athletics,1988,Japan
Men,High Jump B2,Gold,KALMYKOV Vadim,Athletics,1988,Soviet Union
Men,High Jump B2,Silver,ANTLITZ Norbert,Athletics,1988,Federal Republic of Germany
Men,High Jump B2,Bronze,HORIUCHI Masanobi,Athletics,1988,Japan
Men,High Jump B3,Gold,CHEPEL Oleg,Athletics,1988,Soviet Union
Men,High Jump B3,Silver,NAKAMURA Hiroaki,Athletics,1988,Japan
Men,High Jump B3,Bronze,DE MEERSMAN Danny,Athletics,1988,Belgium
Men,Long Jump A2A9,Gold,MEAD Albert,Athletics,1988,United States
Men,Long Jump A2A9,Silver,BOLDT Arnold,Athletics,1988,Canada
Men,Long Jump A2A9,Bronze,MCGREGOR Kerrod,Athletics,1988,Australia
Men,Long Jump A4A9,Gold,ALSUP Ronnie,Athletics,1988,United States
Men,Long Jump A4A9,Silver,SUN Chang Ting,Athletics,1988,China
Men,Long Jump A4A9,Bronze,BULOW Matthew,Athletics,1988,United States
Men,Long Jump A6A8A9L6,Gold,NUGENT Rodney,Athletics,1988,Australia
Men,Long Jump A6A8A9L6,Silver,YANG Shaomin,Athletics,1988,China
Men,Long Jump A6A8A9L6,Bronze,TOPTSIS Georgios,Athletics,1988,Greece
Men,Long Jump B1,Gold,OZAKI Mineho,Athletics,1988,Japan
Men,Long Jump B1,Silver,DELGADO Antonio,Athletics,1988,Spain
Men,Long Jump B1,Bronze,RIABOCHTAN Victor,Athletics,1988,Soviet Union
Men,Long Jump B2,Gold,KALMYKOV Vadim,Athletics,1988,Soviet Union
Men,Long Jump B2,Silver,ASBURY Andre,Athletics,1988,United States
Men,Long Jump B2,Bronze,MITA Yukio,Athletics,1988,Japan
Men,Long Jump B3,Gold,CHEPEL Oleg,Athletics,1988,Soviet Union
Men,Long Jump B3,Silver,STRIEGEL Ulrich,Athletics,1988,Federal Republic of Germany
Men,Long Jump B3,Bronze,BUTLER Simon,Athletics,1988,Great Britain
Men,Long Jump C7,Gold,BAPTE Michel,Athletics,1988,France
Men,Long Jump C7,Silver,MAKINEN Antti,Athletics,1988,Finland
Men,Long Jump C7,Bronze,SOLMARI Timo,Athletics,1988,Finland
Men,Long Jump C8,Gold,SON Hoon,Athletics,1988,South Korea
Men,Long Jump C8,Silver,DIETZ Thomas,Athletics,1988,United States
Men,Long Jump C8,Bronze,PITTMAN Keith,Athletics,1988,United States
Men,Triple Jump A6A8A9L6,Gold,NUGENT Rodney,Athletics,1988,Australia
Men,Triple Jump A6A8A9L6,Silver,YANG Shaomin,Athletics,1988,China
Men,Triple Jump A6A8A9L6,Bronze,QIN Zhongxing,Athletics,1988,China
Men,Triple Jump B1,Gold,OZAKI Mineho,Athletics,1988,Japan
Men,Triple Jump B1,Silver,SEVASTIANOV Sergei,Athletics,1988,Soviet Union
Men,Triple Jump B1,Bronze,RODRIGUEZ Jose Manuel,Athletics,1988,Spain
Men,Triple Jump B2,Gold,KALMYKOV Vadim,Athletics,1988,Soviet Union
Men,Triple Jump B2,Silver,MITA Yukio,Athletics,1988,Japan
Men,Triple Jump B2,Bronze,PEHAR Ante,Athletics,1988,Yugoslavia
Men,Triple Jump B3,Gold,STRIEGEL Ulrich,Athletics,1988,Federal Republic of Germany
Men,Triple Jump B3,Silver,ANGELOV Donko,Athletics,1988,Bulgaria
Men,Triple Jump B3,Bronze,OTSUKA Shoichi,Athletics,1988,Japan
Men,Shot Put 1A,Gold,WEBER Edund,Athletics,1988,Federal Republic of Germany
Men,Shot Put 1A,Silver,HAYLAN Jose Daniel,Athletics,1988,Argentina
Men,Shot Put 1A,Bronze,RICHARDSON James,Athletics,1988,Great Britain
Men,Shot Put 1B,Gold,REELIE Richard,Athletics,1988,Canada
Men,Shot Put 1B,Silver,HEIR Douglas,Athletics,1988,United States
Men,Shot Put 1B,Bronze,DIAZ DE LEON Gabriel,Athletics,1988,United States
Men,Shot Put 1C,Gold,PEREIRA Luis Claudio,Athletics,1988,Brazil
Men,Shot Put 1C,Silver,HENKER Siegmar,Athletics,1988,Federal Republic of Germany
Men,Shot Put 1C,Bronze,BUCHANAN Grant,Athletics,1988,New Zealand
Men,Shot Put A2A9,Gold,SIMONAZZI Roberto,Athletics,1988,Federal Republic of Germany
Men,Shot Put A2A9,Silver,NANASI Istvan,Athletics,1988,Hungary
Men,Shot Put A2A9,Bronze,ZMITROWICZ Andrzej,Athletics,1988,Poland
Men,Shot Put A3A9,Gold,BURSCHGENS Hubert,Athletics,1988,Federal Republic of Germany
Men,Shot Put A3A9,Silver,TYNAN Ronan,Athletics,1988,Ireland
Men,Shot Put A3A9,Bronze,ZHAO Bin,Athletics,1988,China
Men,Shot Put A4A9,Gold,YAMAMOTO Yuichi,Athletics,1988,Japan
Men,Shot Put A4A9,Silver,SOEPARNI,Athletics,1988,Indonesia
Men,Shot Put A4A9,Bronze,ISON Scott,Athletics,1988,United States
Men,Shot Put A6A8A9L6,Gold,DABROWSKI Jerzy,Athletics,1988,Poland
Men,Shot Put A6A8A9L6,Silver,OGURA Toshiaki,Athletics,1988,Japan
Men,Shot Put A6A8A9L6,Bronze,NUSS Thomas,Athletics,1988,Federal Republic of Germany
Men,Shot Put A1-3A9L3,Gold,PICHLER Walter,Athletics,1988,Austria
Men,Shot Put A1-3A9L3,Silver,JEROME John,Athletics,1988,United States
Men,Shot Put A1-3A9L3,Bronze,BELANGER John,Athletics,1988,Canada
Men,Shot Put B1,Gold,NEPPL James,Athletics,1988,United States
Men,Shot Put B1,Silver,RUFFALO Richard,Athletics,1988,United States
Men,Shot Put B1,Bronze,KUJALA Pekka,Athletics,1988,Finland
Men,Shot Put B2,Gold,SAKELAROV Gueorgui,Athletics,1988,Bulgaria
Men,Shot Put B2,Silver,VAINIO Urpo,Athletics,1988,Finland
Men,Shot Put B2,Bronze,GODLEWSKI Andrzej,Athletics,1988,Poland
Men,Shot Put B3,Gold,WARD Jonathan,Athletics,1988,Great Britain
Men,Shot Put B3,Silver,NAGY Denes,Athletics,1988,Hungary
Men,Shot Put B3,Bronze,SHORT Russell,Athletics,1988,Australia
Men,Shot Put C2,Gold,PARK Se Ho,Athletics,1988,South Korea
Men,Shot Put C2,Silver,LEAHY Thomas,Athletics,1988,Ireland
Men,Shot Put C2,Bronze,KHALED Khaled,Athletics,1988,Kuwait
Men,Shot Put C3,Gold,COSTELLO Martin,Athletics,1988,Ireland
Men,Shot Put C3,Silver,LAING Phillip,Athletics,1988,United States
Men,Shot Put C3,Bronze,SPANGLER Walter,Athletics,1988,Federal Republic of Germany
Men,Shot Put C4,Gold,WALKER Michael,Athletics,1988,Great Britain
Men,Shot Put C4,Silver,ANUNDSEN Ragnar,Athletics,1988,Norway
Men,Shot Put C4,Bronze,NAUGHTON Gerard,Athletics,1988,Ireland
Men,Shot Put C5,Gold,JOHNSON Denton,Athletics,1988,United States
Men,Shot Put C5,Silver,WILLIAMS Paul,Athletics,1988,Great Britain
Men,Shot Put C5,Bronze,ATTENEDER Momfred,Athletics,1988,Austria
Men,Shot Put C6,Gold,HERMANS Alex,Athletics,1988,Belgium
Men,Shot Put C6,Silver,BOHLANDER Heinz,Athletics,1988,Federal Republic of Germany
Men,Shot Put C6,Bronze,NETO Sebastiao Antonio,Athletics,1988,Brazil
Men,Shot Put C7,Gold,SCHEIBER Anton,Athletics,1988,Austria
Men,Shot Put C7,Silver,SOLMARI Timo,Athletics,1988,Finland
Men,Shot Put C7,Bronze,SYBES Ruud,Athletics,1988,Netherlands
Men,Shot Put C8,Gold,LUUKKANEN Marko,Athletics,1988,Finland
Men,Shot Put C8,Silver,MCDEVITT Michael,Athletics,1988,United States
Men,Shot Put C8,Bronze,DIETZ Thomas,Athletics,1988,United States
Men,Shot Put L4,Gold,HERMANN Peter,Athletics,1988,Federal Republic of Germany
Men,Shot Put L4,Silver,HAYDEN Ian,Athletics,1988,Great Britain
Men,Shot Put L4,Bronze,LESSITER Brian,Athletics,1988,Great Britain
Men,Shot Put L5,Gold,MIMBERG Dirk,Athletics,1988,Federal Republic of Germany
Men,Shot Put L5,Silver,GUHL Rainer,Athletics,1988,Federal Republic of Germany
Men,Shot Put L5,Bronze,HADIZADEH Ali Asghar,Athletics,1988,Iran
Men,Shot Put 2,Gold,WALLRODT Bruce,Athletics,1988,Australia
Men,Shot Put 2,Silver,MCNICHOLAS Kevan,Athletics,1988,Great Britain
Men,Shot Put 2,Bronze,AL-ENEZI Mubarak,Athletics,1988,Kuwait
Men,Shot Put 3,Gold,LAVEBORN Mats,Athletics,1988,Sweden
Men,Shot Put 3,Silver,SALEVA Mikael,Athletics,1988,Finland
Men,Shot Put 3,Bronze,MCKEOWN Stewart,Athletics,1988,Canada
Men,Shot Put 4,Gold,MARTIN Jacques,Athletics,1988,Canada
Men,Shot Put 4,Silver,ASTRADA Arnold,Athletics,1988,United States
Men,Shot Put 4,Bronze,HOPKINS Terence,Athletics,1988,Great Britain
Men,Shot Put 5,Gold,GUILD Ernest,Athletics,1988,Great Britain
Men,Shot Put 5,Silver,MOHAMED Mohamed Abdulla,Athletics,1988,Egypt
Men,Shot Put 5,Bronze,VAN DEN ABBEELE Rudi,Athletics,1988,France
Men,Shot Put 6,Gold,AL-ENEZI Husain,Athletics,1988,Kuwait
Men,Shot Put 6,Silver,WOLF Nachman,Athletics,1988,Israel
Men,Shot Put 6,Bronze,AL-ALI Ayad,Athletics,1988,Kuwait
Men,Discus Throw 1A,Gold,WEBER Edund,Athletics,1988,Federal Republic of Germany
Men,Discus Throw 1A,Silver,HAYLAN Jose Daniel,Athletics,1988,Argentina
Men,Discus Throw 1A,Bronze,MASLUP Carlos,Athletics,1988,Argentina
Men,Discus Throw 1B,Gold,REELIE Richard,Athletics,1988,Canada
Men,Discus Throw 1B,Silver,HEIR Douglas,Athletics,1988,United States
Men,Discus Throw 1B,Bronze,DIAZ DE LEON Gabriel,Athletics,1988,United States
Men,Discus Throw 1C,Gold,PEREIRA Luis Claudio,Athletics,1988,Brazil
Men,Discus Throw 1C,Silver,HENKER Siegmar,Athletics,1988,Federal Republic of Germany
Men,Discus Throw 1C,Bronze,BUCHANAN Grant,Athletics,1988,New Zealand
Men,Discus Throw A2A9,Gold,MCGREGOR Kerrod,Athletics,1988,Australia
Men,Discus Throw A2A9,Silver,SIMONAZZI Roberto,Athletics,1988,Federal Republic of Germany
Men,Discus Throw A2A9,Bronze,EDEN John,Athletics,1988,Australia
Men,Discus Throw A3A9,Gold,TYNAN Ronan,Athletics,1988,Ireland
Men,Discus Throw A3A9,Silver,ZHAO Bin,Athletics,1988,China
Men,Discus Throw A3A9,Bronze,BURSCHGENS Hubert,Athletics,1988,Federal Republic of Germany
Men,Discus Throw A4A9,Gold,YAO Zhen Yu,Athletics,1988,China
Men,Discus Throw A4A9,Silver,JOSEFLAK Hans,Athletics,1988,Federal Republic of Germany
Men,Discus Throw A4A9,Bronze,ISON Scott,Athletics,1988,United States
Men,Discus Throw A6A8A9L6,Gold,DABROWSKI Jerzy,Athletics,1988,Poland
Men,Discus Throw A6A8A9L6,Silver,NUSS Thomas,Athletics,1988,Federal Republic of Germany
Men,Discus Throw A6A8A9L6,Bronze,JAUHIAINEN Harri,Athletics,1988,Finland
Men,Discus Throw A1-3A9L3,Gold,PICHLER Walter,Athletics,1988,Austria
Men,Discus Throw A1-3A9L3,Silver,BELANGER John,Athletics,1988,Canada
Men,Discus Throw A1-3A9L3,Bronze,SAMAVATI Hassan,Athletics,1988,Iran
Men,Discus Throw B1,Gold,RUFFALO Richard,Athletics,1988,United States
Men,Discus Throw B1,Silver,FRANKS Leroy,Athletics,1988,United States
Men,Discus Throw B1,Bronze,KUJALA Pekka,Athletics,1988,Finland
Men,Discus Throw B2,Gold,SAKELAROV Gueorgui,Athletics,1988,Bulgaria
Men,Discus Throw B2,Silver,HEIKKINEN Raimo,Athletics,1988,Finland
Men,Discus Throw B2,Bronze,GODLEWSKI Andrzej,Athletics,1988,Poland
Men,Discus Throw B3,Gold,SHORT Russell,Athletics,1988,Australia
Men,Discus Throw B3,Silver,WARD Jonathan,Athletics,1988,Great Britain
Men,Discus Throw B3,Bronze,BURRIS Garland,Athletics,1988,United States
Men,Discus Throw C3,Gold,CASSIN Paul,Athletics,1988,Ireland
Men,Discus Throw C3,Silver,SPANGLER Walter,Athletics,1988,Federal Republic of Germany
Men,Discus Throw C3,Bronze,DERETA Zeljko,Athletics,1988,Yugoslavia
Men,Discus Throw C4,Gold,WALKER Michael,Athletics,1988,Great Britain
Men,Discus Throw C4,Silver,ANUNDSEN Ragnar,Athletics,1988,Norway
Men,Discus Throw C4,Bronze,OWENS Eric,Athletics,1988,United States
Men,Discus Throw C5,Gold,WILLIAMS Paul,Athletics,1988,Great Britain
Men,Discus Throw C5,Silver,NOORDUIN Willem,Athletics,1988,Netherlands
Men,Discus Throw C5,Bronze,LOIACONO Giovanni,Athletics,1988,Italy
Men,Discus Throw C7,Gold,SCHEIBER Anton,Athletics,1988,Austria
Men,Discus Throw C7,Silver,SOLMARI Timo,Athletics,1988,Finland
Men,Discus Throw C7,Bronze,SYBES Ruud,Athletics,1988,Netherlands
Men,Discus Throw L5,Gold,HAYDEN Ian,Athletics,1988,Great Britain
Men,Discus Throw L5,Silver,LESSITER Brian,Athletics,1988,Great Britain
Men,Discus Throw L5,Bronze,WALISZEWSKI Miroslaw,Athletics,1988,Poland
Men,Discus Throw 2,Gold,TWOMEY John,Athletics,1988,Ireland
Men,Discus Throw 2,Silver,SCHAFF Gary,Athletics,1988,Canada
Men,Discus Throw 2,Bronze,WALLRODT Bruce,Athletics,1988,Australia
Men,Discus Throw 3,Gold,NOURAFSHAN Mokhtar,Athletics,1988,Iran
Men,Discus Throw 3,Silver,MCKEOWN Stewart,Athletics,1988,Canada
Men,Discus Throw 3,Bronze,CHAVOSHI Saiid Reza,Athletics,1988,Iran
Men,Discus Throw 4,Gold,GRIEB Luis,Athletics,1988,Austria
Men,Discus Throw 4,Silver,GIDDY Terry,Athletics,1988,Australia
Men,Discus Throw 4,Bronze,MARTIN Jacques,Athletics,1988,Canada
Men,Discus Throw 5,Gold,MOHAMED Mohamed Abdulla,Athletics,1988,Egypt
Men,Discus Throw 5,Silver,HARRIS John,Athletics,1988,Great Britain
Men,Discus Throw 5,Bronze,VAN DEN ABBEELE Rudi,Athletics,1988,France
Men,Discus Throw 6,Gold,WOLF Nachman,Athletics,1988,Israel
Men,Discus Throw 6,Silver,AL-ALI Ayad,Athletics,1988,Kuwait
Men,Discus Throw 6,Bronze,AHRENS Rene,Athletics,1988,Australia
Men,Javelin 1B,Gold,REELIE Richard,Athletics,1988,Canada
Men,Javelin 1B,Silver,HEIR Douglas,Athletics,1988,United States
Men,Javelin 1B,Bronze,AGOURAKIS Christos,Athletics,1988,Greece
Men,Javelin 1C,Gold,PEREIRA Luis Claudio,Athletics,1988,Brazil
Men,Javelin 1C,Silver,HENKER Siegmar,Athletics,1988,Federal Republic of Germany
Men,Javelin 1C,Bronze,NIKOLIC Milorad,Athletics,1988,Yugoslavia
Men,Javelin A2A9,Gold,VAN DER DONK Adrianus,Athletics,1988,Netherlands
Men,Javelin A2A9,Silver,SIMONAZZI Roberto,Athletics,1988,Federal Republic of Germany
Men,Javelin A2A9,Bronze,MCGREGOR Kerrod,Athletics,1988,Australia
Men,Javelin A3A9,Gold,BURSCHGENS Hubert,Athletics,1988,Federal Republic of Germany
Men,Javelin A3A9,Silver,KUMTAN Sakul,Athletics,1988,Thailand
Men,Javelin A3A9,Bronze,TYNAN Ronan,Athletics,1988,Ireland
Men,Javelin A4A9,Gold,KASMA Erkki,Athletics,1988,Finland
Men,Javelin A4A9,Silver,ENRIGHT James,Athletics,1988,Canada
Men,Javelin A4A9,Bronze,SUN Chang Ting,Athletics,1988,China
Men,Javelin A6A8A9L6,Gold,ROTH Harald,Athletics,1988,Austria
Men,Javelin A6A8A9L6,Silver,DABROWSKI Jerzy,Athletics,1988,Poland
Men,Javelin A6A8A9L6,Bronze,OGURA Toshiaki,Athletics,1988,Japan
Men,Javelin A1-3A9L3,Gold,KARPINSKI Slawomir,Athletics,1988,Poland
Men,Javelin A1-3A9L3,Silver,BELANGER John,Athletics,1988,Canada
Men,Javelin A1-3A9L3,Bronze,JEROME John,Athletics,1988,United States
Men,Javelin B1,Gold,GUIRNUS Vitautas,Athletics,1988,Soviet Union
Men,Javelin B1,Silver,SULISALO Timo,Athletics,1988,Finland
Men,Javelin B1,Bronze,OZAKI Mineho,Athletics,1988,Japan
Men,Javelin B2,Gold,MOKHIR Alexandre,Athletics,1988,Soviet Union
Men,Javelin B2,Silver,HEIKKINEN Raimo,Athletics,1988,Finland
Men,Javelin B2,Bronze,GODLEWSKI Andrzej,Athletics,1988,Poland
Men,Javelin B3,Gold,SHORT Russell,Athletics,1988,Australia
Men,Javelin B3,Silver,BRZEGOWSKI Jan,Athletics,1988,Poland
Men,Javelin B3,Bronze,KOLYVANOV Andrei,Athletics,1988,Soviet Union
Men,Javelin C4,Gold,WALKER Michael,Athletics,1988,Great Britain
Men,Javelin C4,Silver,BURNS Norman,Athletics,1988,Great Britain
Men,Javelin C4,Bronze,ANUNDSEN Ragnar,Athletics,1988,Norway
Men,Javelin C5,Gold,WILLIAMS Paul,Athletics,1988,Great Britain
Men,Javelin C5,Silver,JOHNSON Denton,Athletics,1988,United States
Men,Javelin C5,Bronze,QUICKERT Michael,Athletics,1988,Federal Republic of Germany
Men,Javelin C6,Gold,KWON Tae Joon,Athletics,1988,South Korea
Men,Javelin C6,Silver,SILVA Claudio Nunes,Athletics,1988,Brazil
Men,Javelin C6,Bronze,KRIEGER Stefan,Athletics,1988,Federal Republic of Germany
Men,Javelin C7,Gold,MAKINEN Antti,Athletics,1988,Finland
Men,Javelin C7,Silver,KOH Jang Hwan,Athletics,1988,South Korea
Men,Javelin C7,Bronze,AMUNDSEN Knut,Athletics,1988,Norway
Men,Javelin L4,Gold,HAYDEN Ian,Athletics,1988,Great Britain
Men,Javelin L4,Silver,DANBERG Scott,Athletics,1988,United States
Men,Javelin L4,Bronze,MALISZEWSKI Miroslaw,Athletics,1988,Poland
Men,Javelin L5,Gold,MIMBERG Dirk,Athletics,1988,Federal Republic of Germany
Men,Javelin L5,Silver,REZAII Ahmad,Athletics,1988,Iran
Men,Javelin L5,Bronze,LADERVAL Eric,Athletics,1988,France
Men,Javelin 2,Gold,WALLRODT Bruce,Athletics,1988,Australia
Men,Javelin 2,Silver,LEINONEN Matti,Athletics,1988,Finland
Men,Javelin 2,Bronze,NORTMANN Hermann,Athletics,1988,Federal Republic of Germany
Men,Javelin 3,Gold,LAVEBORN Mats,Athletics,1988,Sweden
Men,Javelin 3,Silver,SALEVA Mikael,Athletics,1988,Finland
Men,Javelin 3,Bronze,PETERNELJ Marjan,Athletics,1988,Yugoslavia
Men,Javelin 4,Gold,YAR-AHMADI Mohammad-Hadi,Athletics,1988,Iran
Men,Javelin 4,Silver,DAVIS Jefferson,Athletics,1988,Jamaica
Men,Javelin 4,Bronze,SCHUHBAUER Johann,Athletics,1988,Federal Republic of Germany
Men,Javelin 5,Gold,ABDOLLAHZADEH Javad,Athletics,1988,Iran
Men,Javelin 5,Silver,MOSOTI Samson,Athletics,1988,Kenya
Men,Javelin 5,Bronze,JONES Leslie,Athletics,1988,Great Britain
Men,Javelin 6,Gold,AL-KHULEFI Adnan,Athletics,1988,Kuwait
Men,Javelin 6,Silver,WOLF Nachman,Athletics,1988,Israel
Men,Javelin 6,Bronze,MOHAMED Aly,Athletics,1988,Kuwait
Men,Club Throw 1A,Gold,WEBER Edund,Athletics,1988,Federal Republic of Germany
Men,Club Throw 1A,Silver,HAYLAN Jose Daniel,Athletics,1988,Argentina
Men,Club Throw 1A,Bronze,D'AGOSTINI Paolo,Athletics,1988,Italy
Men,Club Throw C2,Gold,PARK Se Ho,Athletics,1988,South Korea
Men,Club Throw C2,Silver,VARDEN Steven,Athletics,1988,Great Britain
Men,Club Throw C2,Bronze,LEAHY Thomas,Athletics,1988,Ireland
Men,Club Throw C4,Gold,WALKER Michael,Athletics,1988,Great Britain
Men,Club Throw C4,Silver,BURNS Norman,Athletics,1988,Great Britain
Men,Club Throw C4,Bronze,FUCHS Josef,Athletics,1988,Austria
Men,Club Throw C5,Gold,WILLIAMS Paul,Athletics,1988,Great Britain
Men,Club Throw C5,Silver,JOHNSON Denton,Athletics,1988,United States
Men,Club Throw C5,Bronze,QUICKERT Michael,Athletics,1988,Federal Republic of Germany
Men,Club Throw C6,Gold,MATSUI Naoki,Athletics,1988,Japan
Men,Club Throw C6,Silver,KWON Tae Joon,Athletics,1988,South Korea
Men,Club Throw C6,Bronze,AL-MUTAIRI Fahed,Athletics,1988,Kuwait
Men,Distance Throw C1,Gold,KU Keung Ho,Athletics,1988,South Korea
Men,Distance Throw C1,Silver,LEE Keung Ho,Athletics,1988,South Korea
Men,Distance Throw C1,Bronze,YUN Ji Hwan,Athletics,1988,South Korea
Men,Precision Throw C1,Gold,KU Keung Ho,Athletics,1988,South Korea
Men,Precision Throw C1,Silver,AMIN Jayesh,Athletics,1988,United States
Men,Precision Throw C1,Bronze,MARQUES Antonio,Athletics,1988,Portugal
Men,Kick Ball C2,Gold,MCCORMACK Michael,Athletics,1988,Ireland
Men,Kick Ball C2,Silver,BALTAZAR Manuel,Athletics,1988,Portugal
Men,Kick Ball C2,Bronze,BOLAND David,Athletics,1988,Ireland
Men,Pentathlon 1C,Gold,HENKER Siegmar,Athletics,1988,Federal Republic of Germany
Men,Pentathlon 1C,Silver,PEREIRA Luis Claudio,Athletics,1988,Brazil
Men,Pentathlon 1C,Bronze,ETZLSTORFER Christoph,Athletics,1988,Austria
Men,Pentathlon A4A9,Gold,HARTL Manfred,Athletics,1988,Austria
Men,Pentathlon A4A9,Silver,THOMAS Bradley,Athletics,1988,Australia
Men,Pentathlon A4A9,Bronze,KURIS Alessandro,Athletics,1988,Italy
Men,Pentathlon B1,Gold,GUIRNUS Vitautas,Athletics,1988,Soviet Union
Men,Pentathlon B1,Silver,SEVASTIANOV Sergei,Athletics,1988,Soviet Union
Men,Pentathlon B1,Bronze,KUBACKI Zbigniew,Athletics,1988,Poland
Men,Pentathlon B2,Gold,KALMYKOV Vadim,Athletics,1988,Soviet Union
Men,Pentathlon B2,Silver,MOKHIR Alexandre,Athletics,1988,Soviet Union
Men,Pentathlon B2,Bronze,OSMON James,Athletics,1988,United States
Men,Pentathlon B3,Gold,CHEPEL Oleg,Athletics,1988,Soviet Union
Men,Pentathlon B3,Silver,ARGILLANDER Hannu,Athletics,1988,Finland
Men,Pentathlon B3,Bronze,WARD Jonathan,Athletics,1988,Great Britain
Men,Pentathlon 2,Gold,NORTMANN Hermann,Athletics,1988,Federal Republic of Germany
Men,Pentathlon 2,Silver,LEINONEN Matti,Athletics,1988,Finland
Men,Pentathlon 2,Bronze,SAUNDERS Kevin,Athletics,1988,United States
Men,Pentathlon 3,Gold,WEIDKAMP Peter,Athletics,1988,Federal Republic of Germany
Men,Pentathlon 3,Silver,LOISINGER Josef,Athletics,1988,Austria
Men,Pentathlon 3,Bronze,MISTURINI Renato,Athletics,1988,Italy
Men,Pentathlon 4,Gold,PFALLER Walter,Athletics,1988,Austria
Men,Pentathlon 4,Silver,VAN OPHEM Remi,Athletics,1988,Belgium
Men,Pentathlon 4,Bronze,SCHUHBAUER Johann,Athletics,1988,Federal Republic of Germany
Men,Pentathlon 5,Gold,VAN DEN ABBEELE Rudi,Athletics,1988,France
Men,Pentathlon 5,Silver,WEIBERLE Eugen,Athletics,1988,Federal Republic of Germany
Men,Pentathlon 5,Bronze,HARRIS John,Athletics,1988,Great Britain
Men,Pentathlon 6,Gold,AL-KHULEFI Adnan,Athletics,1988,Kuwait
Men,Pentathlon 6,Silver,WOLF Nachman,Athletics,1988,Israel
